2026-08-01T00:49:57+0800	1	START	l2p_aircraft_B0_Inc10
2026-08-01T01:05:10+0800	1	DONE	l2p_aircraft_B0_Inc10
2026-08-01T01:05:10+0800	1	START	coda_prompt_cars_B0_Inc10
2026-08-01T01:16:52+0800	1	DONE	coda_prompt_cars_B0_Inc10
2026-08-01T01:16:52+0800	1	START	simplecil_aircraft_B0_Inc10
2026-08-01T01:19:41+0800	1	DONE	simplecil_aircraft_B0_Inc10
2026-08-01T01:19:41+0800	1	START	rapf_cars_B0_Inc10
2026-08-01T01:26:36+0800	1	DONE	rapf_cars_B0_Inc10
2026-08-01T01:26:36+0800	1	START	engine_aircraft_B0_Inc10
2026-08-01T01:52:50+0800	1	DONE	engine_aircraft_B0_Inc10
2026-08-01T01:52:50+0800	1	START	CLG-CBM_aircraft_B0_Inc10
2026-08-01T02:25:09+0800	1	DONE	CLG-CBM_aircraft_B0_Inc10
